T,min_dir_prob,min_sell_dir_prob,min_edge_ratio,cal_n_act,cal_n_buy,cal_n_sell,cal_coverage,cal_hit_rate,cal_expectancy_pct,cal_win_rate,cal_sharpe,oos_n_act,oos_n_buy,oos_n_sell,oos_coverage,oos_hit_rate,oos_expectancy_pct,oos_win_rate,oos_sharpe
1.2000,0.5800,0.4200,4.0000,842,409,433,0.1472,0.4181,-0.2044,0.3266,-3.8173,2000,970,1030,0.1498,0.4100,-0.1886,0.3405,-3.6067
1.2000,0.5800,0.4200,5.0000,551,283,268,0.0963,0.4174,-0.2053,0.3412,-3.9103,1224,615,609,0.0917,0.4158,-0.1755,0.3497,-3.1438
1.2000,0.5800,0.4200,6.0000,319,178,141,0.0558,0.3793,-0.2181,0.3354,-3.9261,699,389,310,0.0524,0.4034,-0.1898,0.3476,-3.3590
1.2000,0.5800,0.4200,7.0000,174,110,64,0.0304,0.3908,-0.2044,0.3333,-3.4796,420,256,164,0.0315,0.3929,-0.2168,0.3595,-3.4283
1.2000,0.5800,0.4200,8.0000,98,75,23,0.0171,0.4490,-0.2495,0.3265,-3.8215,236,154,82,0.0177,0.4195,-0.1294,0.3941,-1.8792
1.2000,0.6000,0.4000,3.0000,1215,586,629,0.2124,0.4206,-0.1760,0.3399,-3.5018,2873,1302,1571,0.2153,0.4024,-0.2118,0.3237,-4.1771
1.2000,0.6000,0.4000,4.0000,827,392,435,0.1446,0.4172,-0.2010,0.3265,-3.7696,1944,908,1036,0.1457,0.4115,-0.1946,0.3354,-3.7628
1.2000,0.6000,0.4000,5.0000,544,274,270,0.0951,0.4173,-0.1982,0.3401,-3.8136,1192,577,615,0.0893,0.4161,-0.1844,0.3431,-3.3192
1.2000,0.6000,0.4000,6.0000,313,171,142,0.0547,0.3802,-0.2031,0.3355,-3.7082,684,370,314,0.0512,0.4035,-0.2015,0.3392,-3.5807
1.2000,0.6000,0.4000,7.0000,167,103,64,0.0292,0.3952,-0.1767,0.3353,-3.0670,417,250,167,0.0312,0.3957,-0.2276,0.3525,-3.6272
1.2000,0.6000,0.4000,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,236,151,85,0.0177,0.4195,-0.1539,0.3814,-2.2500
1.2000,0.6200,0.3800,3.0000,1158,527,631,0.2024,0.4197,-0.1784,0.3394,-3.9065,2770,1195,1575,0.2075,0.4040,-0.2068,0.3267,-4.0794
1.2000,0.6200,0.3800,4.0000,794,357,437,0.1388,0.4156,-0.2112,0.3249,-4.4925,1889,850,1039,0.1415,0.4129,-0.1904,0.3383,-3.6954
1.2000,0.6200,0.3800,5.0000,525,254,271,0.0918,0.4190,-0.1926,0.3410,-3.7817,1168,551,617,0.0875,0.4178,-0.1814,0.3467,-3.2584
1.2000,0.6200,0.3800,6.0000,302,160,142,0.0528,0.3841,-0.2017,0.3377,-3.6788,671,355,316,0.0503,0.4054,-0.1959,0.3443,-3.4512
1.2000,0.6200,0.3800,7.0000,160,96,64,0.0280,0.4000,-0.1843,0.3312,-3.1676,410,241,169,0.0307,0.3927,-0.2187,0.3610,-3.4577
1.2000,0.6200,0.3800,8.0000,90,67,23,0.0157,0.4556,-0.2488,0.3222,-3.8375,232,145,87,0.0174,0.4138,-0.1399,0.3922,-2.0278
1.2000,0.6400,0.3600,3.0000,1112,479,633,0.1944,0.4182,-0.1798,0.3372,-3.9285,2628,1049,1579,0.1969,0.4113,-0.2016,0.3288,-3.9485
1.2000,0.6400,0.3600,4.0000,770,331,439,0.1346,0.4130,-0.2123,0.3234,-4.5322,1813,771,1042,0.1358,0.4192,-0.1852,0.3381,-3.5869
1.2000,0.6400,0.3600,5.0000,511,239,272,0.0893,0.4129,-0.1932,0.3405,-3.8027,1134,515,619,0.0850,0.4250,-0.1814,0.3448,-3.2506
1.2000,0.6400,0.3600,6.0000,295,152,143,0.0516,0.3797,-0.2030,0.3356,-3.7143,652,335,317,0.0488,0.4110,-0.1942,0.3436,-3.4098
1.2000,0.6400,0.3600,7.0000,154,90,64,0.0269,0.4026,-0.1835,0.3312,-3.1719,401,231,170,0.0300,0.3965,-0.2125,0.3616,-3.3414
1.2000,0.6400,0.3600,8.0000,85,62,23,0.0149,0.4588,-0.2527,0.3176,-3.9235,228,140,88,0.0171,0.4254,-0.1235,0.3991,-1.7885
1.2000,0.6600,0.3400,3.0000,1057,424,633,0.1848,0.4191,-0.1856,0.3377,-4.0758,2507,927,1580,0.1878,0.4108,-0.1971,0.3323,-3.8456
1.2000,0.6600,0.3400,4.0000,735,296,439,0.1285,0.4163,-0.2190,0.3265,-4.7213,1739,696,1043,0.1303,0.4204,-0.1766,0.3427,-3.4178
1.2000,0.6600,0.3400,5.0000,488,216,272,0.0853,0.4139,-0.2027,0.3422,-4.0548,1091,471,620,0.0817,0.4253,-0.1745,0.3465,-3.1241
1.2000,0.6600,0.3400,6.0000,284,141,143,0.0497,0.3768,-0.2169,0.3380,-4.1121,626,308,318,0.0469,0.4105,-0.1953,0.3419,-3.4235
1.2000,0.6600,0.3400,7.0000,146,82,64,0.0255,0.3973,-0.2017,0.3356,-3.6045,379,208,171,0.0284,0.3958,-0.2104,0.3615,-3.2827
1.2000,0.6600,0.3400,8.0000,79,56,23,0.0138,0.4557,-0.2996,0.3165,-4.9178,220,132,88,0.0165,0.4182,-0.1250,0.4000,-1.8138
1.2000,0.6800,0.3200,3.0000,988,352,636,0.1727,0.4291,-0.1922,0.3391,-4.2597,2369,787,1582,0.1775,0.4107,-0.1947,0.3343,-3.8093
1.2000,0.6800,0.3200,4.0000,698,256,442,0.1220,0.4255,-0.2257,0.3324,-4.9548,1648,603,1045,0.1235,0.4211,-0.1731,0.3453,-3.3764
1.2000,0.6800,0.3200,5.0000,464,190,274,0.0811,0.4181,-0.2135,0.3470,-4.3780,1037,416,621,0.0777,0.4243,-0.1740,0.3443,-3.1698
1.2000,0.6800,0.3200,6.0000,271,126,145,0.0474,0.3727,-0.2338,0.3395,-4.6247,597,278,319,0.0447,0.4104,-0.1939,0.3384,-3.4563
1.2000,0.6800,0.3200,7.0000,137,72,65,0.0240,0.3942,-0.2187,0.3358,-4.0214,360,189,171,0.0270,0.3972,-0.2114,0.3556,-3.3697
1.2000,0.6800,0.3200,8.0000,73,49,24,0.0128,0.4521,-0.3242,0.3151,-5.2943,206,118,88,0.0154,0.4126,-0.1503,0.3835,-2.1856
1.2000,0.7000,0.3000,3.0000,926,290,636,0.1619,0.4341,-0.1865,0.3423,-4.1800,2217,631,1586,0.1661,0.4145,-0.1905,0.3360,-3.7171
1.2000,0.7000,0.3000,4.0000,659,217,442,0.1152,0.4234,-0.2212,0.3323,-4.9695,1543,494,1049,0.1156,0.4232,-0.1713,0.3448,-3.3460
1.2000,0.7000,0.3000,5.0000,436,162,274,0.0762,0.4151,-0.2138,0.3417,-4.5124,972,348,624,0.0728,0.4280,-0.1790,0.3395,-3.2714
1.2000,0.7000,0.3000,6.0000,249,104,145,0.0435,0.3655,-0.2333,0.3333,-4.8307,560,238,322,0.0420,0.4161,-0.2070,0.3232,-3.7535
1.2000,0.7000,0.3000,7.0000,123,58,65,0.0215,0.3821,-0.1978,0.3333,-3.8272,332,160,172,0.0249,0.4036,-0.2353,0.3373,-3.8238
1.2000,0.7000,0.3000,8.0000,62,38,24,0.0108,0.4194,-0.2940,0.3065,-5.1328,191,102,89,0.0143,0.4188,-0.2082,0.3560,-3.0944
1.2000,0.7200,0.2800,3.0000,866,228,638,0.1514,0.4411,-0.1748,0.3510,-3.8695,2063,475,1588,0.1546,0.4144,-0.1935,0.3354,-3.7965
1.2000,0.7200,0.2800,4.0000,616,172,444,0.1077,0.4334,-0.2097,0.3377,-4.6795,1437,386,1051,0.1077,0.4203,-0.1764,0.3417,-3.4838
1.2000,0.7200,0.2800,5.0000,406,130,276,0.0710,0.4236,-0.1960,0.3498,-4.1100,904,279,625,0.0677,0.4192,-0.1854,0.3341,-3.4315
1.2000,0.7200,0.2800,6.0000,234,87,147,0.0409,0.3718,-0.2129,0.3419,-4.3883,511,188,323,0.0383,0.4051,-0.2199,0.3131,-4.1096
1.2000,0.7200,0.2800,7.0000,119,52,67,0.0208,0.3866,-0.1799,0.3361,-3.4088,298,125,173,0.0223,0.3893,-0.2482,0.3322,-4.2046
1.2000,0.7200,0.2800,8.0000,61,36,25,0.0107,0.4262,-0.2582,0.3115,-4.3829,168,78,90,0.0126,0.3929,-0.2208,0.3512,-3.4975
1.2000,0.7400,0.2600,3.0000,803,164,639,0.1404,0.4433,-0.1733,0.3549,-3.8297,1920,329,1591,0.1439,0.4219,-0.1886,0.3359,-3.7171
1.2000,0.7400,0.2600,4.0000,578,133,445,0.1010,0.4377,-0.2088,0.3374,-4.6284,1322,269,1053,0.0990,0.4304,-0.1708,0.3419,-3.3986
1.2000,0.7400,0.2600,5.0000,377,100,277,0.0659,0.4297,-0.1931,0.3528,-4.0162,832,205,627,0.0623,0.4315,-0.1766,0.3305,-3.3013
1.2000,0.7400,0.2600,6.0000,214,66,148,0.0374,0.3738,-0.2105,0.3458,-4.3079,465,140,325,0.0348,0.4237,-0.2146,0.3054,-4.0527
1.2000,0.7400,0.2600,7.0000,110,42,68,0.0192,0.3909,-0.1728,0.3364,-3.2769,263,88,175,0.0197,0.4221,-0.2195,0.3308,-3.7233
1.2000,0.7400,0.2600,8.0000,57,31,26,0.0100,0.4211,-0.2567,0.3158,-4.3247,140,49,91,0.0105,0.4357,-0.1962,0.3429,-3.1568
1.2000,0.7600,0.2400,3.0000,747,108,639,0.1306,0.4391,-0.1603,0.3614,-3.5858,1796,205,1591,0.1346,0.4254,-0.1880,0.3374,-3.6871
1.2000,0.7600,0.2400,4.0000,536,91,445,0.0937,0.4366,-0.1983,0.3414,-4.4660,1224,171,1053,0.0917,0.4346,-0.1693,0.3431,-3.3659
1.2000,0.7600,0.2400,5.0000,349,72,277,0.0610,0.4212,-0.1912,0.3553,-4.0003,756,129,627,0.0566,0.4378,-0.1736,0.3307,-3.2317
1.2000,0.7600,0.2400,6.0000,195,47,148,0.0341,0.3641,-0.1988,0.3590,-4.0956,412,87,325,0.0309,0.4345,-0.2153,0.2985,-4.0710
1.2000,0.7600,0.2400,7.0000,103,35,68,0.0180,0.3883,-0.1851,0.3301,-3.6336,231,56,175,0.0173,0.4329,-0.1988,0.3247,-3.3388
1.2000,0.7600,0.2400,8.0000,52,26,26,0.0091,0.4231,-0.2970,0.3077,-5.2695,123,32,91,0.0092,0.4309,-0.1386,0.3577,-2.2153
1.2000,0.7800,0.2200,3.0000,701,59,642,0.1226,0.4379,-0.1573,0.3680,-3.4591,1711,120,1591,0.1282,0.4302,-0.1868,0.3419,-3.7196
1.2000,0.7800,0.2200,4.0000,506,58,448,0.0885,0.4308,-0.1871,0.3538,-4.1293,1154,101,1053,0.0865,0.4428,-0.1665,0.3492,-3.3994
1.2000,0.7800,0.2200,5.0000,325,46,279,0.0568,0.4123,-0.1824,0.3662,-3.7541,712,85,627,0.0533,0.4452,-0.1656,0.3371,-3.1969
1.2000,0.7800,0.2200,6.0000,181,31,150,0.0316,0.3591,-0.1850,0.3702,-3.7839,386,61,325,0.0289,0.4404,-0.2281,0.3005,-4.5512
1.2000,0.7800,0.2200,7.0000,93,23,70,0.0163,0.3763,-0.1710,0.3441,-3.2891,213,38,175,0.0160,0.4413,-0.2186,0.3239,-3.8905
1.2000,0.7800,0.2200,8.0000,44,17,27,0.0077,0.4318,-0.2528,0.3409,-4.2131,113,22,91,0.0085,0.4336,-0.1986,0.3363,-3.5624
1.2000,0.8000,0.2000,3.0000,680,36,644,0.1189,0.4338,-0.1519,0.3706,-3.3214,1646,48,1598,0.1233,0.4350,-0.1765,0.3463,-3.5353
1.2000,0.8000,0.2000,4.0000,486,36,450,0.0850,0.4259,-0.1822,0.3560,-3.9905,1104,44,1060,0.0827,0.4484,-0.1578,0.3524,-3.2399
1.2000,0.8000,0.2000,5.0000,310,29,281,0.0542,0.4065,-0.1744,0.3710,-3.5570,670,38,632,0.0502,0.4507,-0.1529,0.3418,-2.9852
1.2000,0.8000,0.2000,6.0000,170,18,152,0.0297,0.3471,-0.1714,0.3765,-3.4799,359,29,330,0.0269,0.4485,-0.2041,0.3092,-4.2027
1.2000,0.8000,0.2000,7.0000,84,13,71,0.0147,0.3690,-0.1614,0.3333,-3.0742,198,19,179,0.0148,0.4545,-0.1921,0.3283,-3.5950
1.2000,0.8000,0.2000,8.0000,38,10,28,0.0066,0.3947,-0.2438,0.3421,-4.0182,103,11,92,0.0077,0.4660,-0.1727,0.3301,-3.3680
1.5000,0.5000,0.5000,3.0000,1332,734,598,0.2329,0.4159,-0.1899,0.3416,-3.7279,3191,1660,1531,0.2391,0.3949,-0.2139,0.3272,-4.0475
1.5000,0.5000,0.5000,4.0000,885,472,413,0.1547,0.4169,-0.2091,0.3299,-3.8261,2106,1098,1008,0.1578,0.4046,-0.1943,0.3428,-3.6311
1.5000,0.5000,0.5000,5.0000,576,323,253,0.1007,0.4236,-0.2061,0.3420,-3.7947,1270,677,593,0.0952,0.4150,-0.1830,0.3528,-3.2174
1.5000,0.5000,0.5000,6.0000,329,200,129,0.0575,0.3830,-0.2259,0.3343,-3.9394,722,425,297,0.0541,0.4030,-0.1958,0.3518,-3.3976
1.5000,0.5000,0.5000,7.0000,182,126,56,0.0318,0.3901,-0.2061,0.3407,-3.3686,434,281,153,0.0325,0.3940,-0.2170,0.3641,-3.4091
1.5000,0.5000,0.5000,8.0000,107,89,18,0.0187,0.4393,-0.2047,0.3551,-3.0655,244,172,72,0.0183,0.4262,-0.1495,0.3975,-2.1419
1.5000,0.5200,0.4800,3.0000,1332,716,616,0.2329,0.4204,-0.1790,0.3461,-3.5404,3163,1622,1541,0.2370,0.3961,-0.2153,0.3272,-4.0988
1.5000,0.5200,0.4800,4.0000,885,461,424,0.1547,0.4215,-0.1995,0.3333,-3.6821,2099,1085,1014,0.1573,0.4054,-0.1964,0.3421,-3.6859
1.5000,0.5200,0.4800,5.0000,576,316,260,0.1007,0.4271,-0.1954,0.3455,-3.6538,1270,672,598,0.0952,0.4150,-0.1850,0.3512,-3.2558
1.5000,0.5200,0.4800,6.0000,329,196,133,0.0575,0.3891,-0.2148,0.3404,-3.7901,724,423,301,0.0542,0.4033,-0.1966,0.3508,-3.4127
1.5000,0.5200,0.4800,7.0000,182,123,59,0.0318,0.4011,-0.1893,0.3462,-3.1540,437,281,156,0.0327,0.3936,-0.2202,0.3616,-3.4666
1.5000,0.5200,0.4800,8.0000,107,87,20,0.0187,0.4486,-0.2062,0.3551,-3.0865,247,172,75,0.0185,0.4251,-0.1559,0.3927,-2.2433
1.5000,0.5400,0.4600,3.0000,1305,683,622,0.2281,0.4238,-0.1752,0.3471,-3.4823,3098,1544,1554,0.2321,0.3986,-0.2142,0.3276,-4.1058
1.5000,0.5400,0.4600,4.0000,868,440,428,0.1517,0.4228,-0.1972,0.3329,-3.6606,2070,1045,1025,0.1551,0.4072,-0.1930,0.3435,-3.6430
1.5000,0.5400,0.4600,5.0000,570,307,263,0.0997,0.4263,-0.1958,0.3474,-3.6865,1255,648,607,0.0940,0.4159,-0.1807,0.3514,-3.1974
1.5000,0.5400,0.4600,6.0000,328,192,136,0.0573,0.3902,-0.2089,0.3445,-3.7279,716,408,308,0.0536,0.4036,-0.1911,0.3506,-3.3268
1.5000,0.5400,0.4600,7.0000,182,121,61,0.0318,0.4011,-0.1995,0.3462,-3.3700,432,269,163,0.0324,0.3935,-0.2136,0.3634,-3.3470
1.5000,0.5400,0.4600,8.0000,106,85,21,0.0185,0.4528,-0.2340,0.3491,-3.5736,244,163,81,0.0183,0.4221,-0.1349,0.3975,-1.9428
1.5000,0.5600,0.4400,3.0000,1257,631,626,0.2198,0.4256,-0.1738,0.3445,-3.4536,2992,1432,1560,0.2242,0.4001,-0.2151,0.3249,-4.1974
1.5000,0.5600,0.4400,4.0000,847,415,432,0.1481,0.4215,-0.2002,0.3282,-3.7320,2016,987,1029,0.1510,0.4082,-0.1930,0.3398,-3.6830
1.5000,0.5600,0.4400,5.0000,555,288,267,0.0970,0.4216,-0.2013,0.3423,-3.8262,1230,621,609,0.0922,0.4163,-0.1761,0.3504,-3.1525
1.5000,0.5600,0.4400,6.0000,320,180,140,0.0559,0.3844,-0.2162,0.3375,-3.8926,701,391,310,0.0525,0.4037,-0.1899,0.3481,-3.3625
1.5000,0.5600,0.4400,7.0000,175,112,63,0.0306,0.4000,-0.2012,0.3371,-3.4247,421,257,164,0.0315,0.3943,-0.2151,0.3610,-3.4033
1.5000,0.5600,0.4400,8.0000,98,76,22,0.0171,0.4592,-0.2389,0.3367,-3.6473,237,155,82,0.0178,0.4219,-0.1268,0.3966,-1.8432
1.5000,0.5800,0.4200,3.0000,1215,586,629,0.2124,0.4206,-0.1760,0.3399,-3.5018,2879,1308,1571,0.2157,0.4022,-0.2128,0.3237,-4.1923
1.5000,0.5800,0.4200,4.0000,827,392,435,0.1446,0.4172,-0.2010,0.3265,-3.7696,1948,912,1036,0.1460,0.4117,-0.1945,0.3357,-3.7620
1.5000,0.5800,0.4200,5.0000,544,274,270,0.0951,0.4173,-0.1982,0.3401,-3.8136,1196,581,615,0.0896,0.4164,-0.1842,0.3436,-3.3190
1.5000,0.5800,0.4200,6.0000,313,171,142,0.0547,0.3802,-0.2031,0.3355,-3.7082,686,372,314,0.0514,0.4038,-0.2022,0.3397,-3.5945
1.5000,0.5800,0.4200,7.0000,167,103,64,0.0292,0.3952,-0.1767,0.3353,-3.0670,417,250,167,0.0312,0.3957,-0.2276,0.3525,-3.6272
1.5000,0.5800,0.4200,8.0000,95,72,23,0.0166,0.4526,-0.2343,0.3263,-3.6526,236,151,85,0.0177,0.4195,-0.1539,0.3814,-2.2500
1.5000,0.6000,0.4000,3.0000,1150,518,632,0.2010,0.4200,-0.1784,0.3383,-3.9029,2746,1171,1575,0.2057,0.4053,-0.2062,0.3267,-4.0660
1.5000,0.6000,0.4000,4.0000,792,354,438,0.1385,0.4154,-0.2098,0.3258,-4.4608,1878,839,1039,0.1407,0.4137,-0.1896,0.3381,-3.6861
1.5000,0.6000,0.4000,5.0000,524,252,272,0.0916,0.4179,-0.1904,0.3416,-3.7407,1163,546,617,0.0871,0.4187,-0.1824,0.3457,-3.2759
1.5000,0.6000,0.4000,6.0000,302,159,143,0.0528,0.3841,-0.1986,0.3377,-3.6310,667,351,316,0.0500,0.4078,-0.1977,0.3418,-3.4855
1.5000,0.6000,0.4000,7.0000,159,95,64,0.0278,0.4025,-0.1779,0.3333,-3.0600,408,239,169,0.0306,0.3946,-0.2171,0.3603,-3.4281
1.5000,0.6000,0.4000,8.0000,89,66,23,0.0156,0.4607,-0.2382,0.3258,-3.6700,231,144,87,0.0173,0.4156,-0.1355,0.3939,-1.9631
1.5000,0.6200,0.3800,3.0000,1089,456,633,0.1904,0.4187,-0.1806,0.3379,-3.9469,2581,1001,1580,0.1934,0.4115,-0.2003,0.3289,-3.9212
1.5000,0.6200,0.3800,4.0000,755,316,439,0.1320,0.4132,-0.2134,0.3245,-4.5718,1790,747,1043,0.1341,0.4201,-0.1814,0.3391,-3.5128
1.5000,0.6200,0.3800,5.0000,502,230,272,0.0878,0.4124,-0.1958,0.3406,-3.8788,1121,501,620,0.0840,0.4255,-0.1773,0.3452,-3.1729
1.5000,0.6200,0.3800,6.0000,291,148,143,0.0509,0.3780,-0.2073,0.3368,-3.8378,641,323,318,0.0480,0.4119,-0.1913,0.3432,-3.3440
1.5000,0.6200,0.3800,7.0000,152,88,64,0.0266,0.4013,-0.1800,0.3355,-3.0967,392,221,171,0.0294,0.3980,-0.2078,0.3622,-3.2455
1.5000,0.6200,0.3800,8.0000,84,61,23,0.0147,0.4524,-0.2552,0.3214,-3.9393,225,137,88,0.0169,0.4222,-0.1223,0.4000,-1.7680
1.5000,0.6400,0.3600,3.0000,1010,376,634,0.1766,0.4267,-0.1873,0.3406,-4.1127,2423,841,1582,0.1815,0.4102,-0.1967,0.3331,-3.8550
1.5000,0.6400,0.3600,4.0000,710,270,440,0.1241,0.4211,-0.2206,0.3310,-4.7789,1686,641,1045,0.1263,0.4205,-0.1731,0.3458,-3.3836
1.5000,0.6400,0.3600,5.0000,471,198,273,0.0823,0.4183,-0.2049,0.3461,-4.1350,1062,441,621,0.0796,0.4237,-0.1712,0.3465,-3.1211
1.5000,0.6400,0.3600,6.0000,272,128,144,0.0476,0.3750,-0.2255,0.3382,-4.3504,610,291,319,0.0457,0.4082,-0.1930,0.3426,-3.4373
1.5000,0.6400,0.3600,7.0000,136,72,64,0.0238,0.3971,-0.2241,0.3309,-4.1159,370,199,171,0.0277,0.3946,-0.2051,0.3622,-3.2721
1.5000,0.6400,0.3600,8.0000,72,49,23,0.0126,0.4583,-0.3358,0.3056,-5.4742,214,126,88,0.0160,0.4112,-0.1326,0.3972,-1.9402
1.5000,0.6600,0.3400,3.0000,944,308,636,0.1650,0.4333,-0.1874,0.3400,-4.1955,2252,666,1586,0.1687,0.4130,-0.1913,0.3357,-3.7108
1.5000,0.6600,0.3400,4.0000,670,228,442,0.1171,0.4254,-0.2202,0.3313,-4.9355,1566,517,1049,0.1173,0.4221,-0.1710,0.3455,-3.3063
1.5000,0.6600,0.3400,5.0000,441,167,274,0.0771,0.4195,-0.2085,0.3447,-4.3747,990,366,624,0.0742,0.4253,-0.1740,0.3424,-3.1435
1.5000,0.6600,0.3400,6.0000,252,107,145,0.0441,0.3690,-0.2276,0.3373,-4.6753,571,249,322,0.0428,0.4133,-0.1996,0.3292,-3.5410
1.5000,0.6600,0.3400,7.0000,124,59,65,0.0217,0.3871,-0.1880,0.3387,-3.6200,340,168,172,0.0255,0.4029,-0.2181,0.3471,-3.4480
1.5000,0.6600,0.3400,8.0000,63,39,24,0.0110,0.4286,-0.2731,0.3175,-4.7294,196,107,89,0.0147,0.4184,-0.1696,0.3724,-2.4502
1.5000,0.6800,0.3200,3.0000,868,230,638,0.1517,0.4401,-0.1769,0.3502,-3.9079,2067,479,1588,0.1549,0.4146,-0.1903,0.3367,-3.7128
1.5000,0.6800,0.3200,4.0000,618,174,444,0.1080,0.4320,-0.2125,0.3366,-4.7300,1441,390,1051,0.1080,0.4205,-0.1717,0.3435,-3.3667
1.5000,0.6800,0.3200,5.0000,408,132,276,0.0713,0.4216,-0.2003,0.3480,-4.1868,907,282,625,0.0680,0.4201,-0.1789,0.3363,-3.2777
1.5000,0.6800,0.3200,6.0000,235,88,147,0.0411,0.3702,-0.2134,0.3404,-4.4079,512,189,323,0.0384,0.4062,-0.2125,0.3145,-3.9002
1.5000,0.6800,0.3200,7.0000,120,53,67,0.0210,0.3833,-0.1811,0.3333,-3.4466,299,126,173,0.0224,0.3913,-0.2355,0.3344,-3.8889
1.5000,0.6800,0.3200,8.0000,61,36,25,0.0107,0.4262,-0.2582,0.3115,-4.3829,169,79,90,0.0127,0.3964,-0.1984,0.3550,-3.0265
1.5000,0.7000,0.3000,3.0000,797,158,639,0.1393,0.4454,-0.1715,0.3576,-3.7809,1906,315,1591,0.1428,0.4203,-0.1897,0.3353,-3.7506
1.5000,0.7000,0.3000,4.0000,574,129,445,0.1003,0.4390,-0.2075,0.3397,-4.5895,1312,259,1053,0.0983,0.4284,-0.1720,0.3415,-3.4351
1.5000,0.7000,0.3000,5.0000,374,97,277,0.0654,0.4305,-0.1913,0.3556,-3.9689,823,196,627,0.0617,0.4277,-0.1805,0.3293,-3.3845
1.5000,0.7000,0.3000,6.0000,211,63,148,0.0369,0.3744,-0.2075,0.3507,-4.2284,460,135,325,0.0345,0.4196,-0.2219,0.3000,-4.2354
1.5000,0.7000,0.3000,7.0000,109,41,68,0.0191,0.3945,-0.1652,0.3394,-3.1337,259,84,175,0.0194,0.4170,-0.2215,0.3243,-3.7472
1.5000,0.7000,0.3000,8.0000,56,30,26,0.0098,0.4286,-0.2435,0.3214,-4.0893,138,47,91,0.0103,0.4275,-0.1924,0.3406,-3.0917
1.5000,0.7200,0.2800,3.0000,737,98,639,0.1288,0.4355,-0.1603,0.3609,-3.5821,1764,173,1591,0.1322,0.4263,-0.1895,0.3379,-3.7848
1.5000,0.7200,0.2800,4.0000,528,83,445,0.0923,0.4318,-0.1969,0.3428,-4.4305,1197,144,1053,0.0897,0.4369,-0.1702,0.3442,-3.4749
1.5000,0.7200,0.2800,5.0000,344,67,277,0.0601,0.4128,-0.1913,0.3547,-4.0043,736,109,627,0.0551,0.4416,-0.1763,0.3302,-3.4121
1.5000,0.7200,0.2800,6.0000,192,44,148,0.0336,0.3542,-0.1989,0.3542,-4.1234,402,77,325,0.0301,0.4378,-0.2312,0.2960,-4.6491
1.5000,0.7200,0.2800,7.0000,100,32,68,0.0175,0.3700,-0.1850,0.3200,-3.6641,224,49,175,0.0168,0.4375,-0.2181,0.3214,-3.9218
1.5000,0.7200,0.2800,8.0000,50,24,26,0.0087,0.4000,-0.2895,0.3000,-5.2107,118,27,91,0.0088,0.4322,-0.1820,0.3475,-3.2822
1.5000,0.7400,0.2600,3.0000,687,44,643,0.1201,0.4381,-0.1557,0.3697,-3.4027,1682,88,1594,0.1260,0.4328,-0.1817,0.3448,-3.6299
1.5000,0.7400,0.2600,4.0000,492,43,449,0.0860,0.4309,-0.1857,0.3557,-4.0630,1133,77,1056,0.0849,0.4448,-0.1644,0.3513,-3.3557
1.5000,0.7400,0.2600,5.0000,315,35,280,0.0551,0.4127,-0.1816,0.3683,-3.6994,696,66,630,0.0521,0.4483,-0.1641,0.3391,-3.1697
1.5000,0.7400,0.2600,6.0000,173,22,151,0.0302,0.3584,-0.1847,0.3757,-3.7181,376,48,328,0.0282,0.4441,-0.2262,0.3032,-4.5146
1.5000,0.7400,0.2600,7.0000,87,16,71,0.0152,0.3793,-0.1734,0.3448,-3.2603,209,32,177,0.0157,0.4450,-0.2229,0.3206,-4.0042
1.5000,0.7400,0.2600,8.0000,41,13,28,0.0072,0.4146,-0.2633,0.3659,-4.2973,110,18,92,0.0082,0.4455,-0.2033,0.3273,-3.7290
1.5000,0.7600,0.2400,3.0000,666,22,644,0.1164,0.4309,-0.1504,0.3724,-3.2691,1633,35,1598,0.1223,0.4336,-0.1763,0.3466,-3.5240
1.5000,0.7600,0.2400,4.0000,472,22,450,0.0825,0.4216,-0.1810,0.3581,-3.9303,1093,33,1060,0.0819,0.4474,-0.1566,0.3532,-3.2060
1.5000,0.7600,0.2400,5.0000,300,19,281,0.0524,0.4000,-0.1733,0.3733,-3.4964,661,29,632,0.0495,0.4493,-0.1522,0.3419,-2.9609
1.5000,0.7600,0.2400,6.0000,167,15,152,0.0292,0.3413,-0.1742,0.3772,-3.5081,351,21,330,0.0263,0.4444,-0.2039,0.3077,-4.1777
1.5000,0.7600,0.2400,7.0000,81,10,71,0.0142,0.3580,-0.1669,0.3333,-3.1242,192,13,179,0.0144,0.4531,-0.1919,0.3229,-3.5689
1.5000,0.7600,0.2400,8.0000,36,8,28,0.0063,0.3611,-0.2591,0.3333,-4.1663,99,7,92,0.0074,0.4646,-0.1631,0.3232,-3.1535
1.5000,0.7800,0.2200,3.0000,650,6,644,0.1136,0.4308,-0.1483,0.3754,-3.2109,1608,7,1601,0.1205,0.4310,-0.1711,0.3501,-3.4164
1.5000,0.7800,0.2200,4.0000,456,6,450,0.0797,0.4211,-0.1792,0.3618,-3.8661,1069,6,1063,0.0801,0.4443,-0.1486,0.3583,-3.0416
1.5000,0.7800,0.2200,5.0000,287,6,281,0.0502,0.4007,-0.1747,0.3763,-3.4916,641,6,635,0.0480,0.4477,-0.1410,0.3479,-2.7444
1.5000,0.7800,0.2200,6.0000,157,5,152,0.0274,0.3439,-0.1824,0.3758,-3.6329,338,6,332,0.0253,0.4408,-0.1946,0.3136,-4.0059
